team,match,day,week,placement_points,kill_points,total_points,cumulative_points,rolling_avg_points,wins,alive_circle1,alive_circle2,alive_circle3,alive_circle4,alive_circle5,alive_circle6,alive_circle7,alive_circle8,alive_circle9,favored_circle1,favored_circle2,favored_circle3,favored_circle4,favored_circle5,favored_circle6,favored_circle7,favored_circle8,favored_circle9,total_circles_alive,total_favorable_circles,circle_favor_proportion,34569_alive,34569_favorable,34569_favor_proportion,34569_favor_proportion_new,relative_circle_favor
SA,19,5,3,0,0,0,78,4.305450391,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,5,1,0.2,3,0,0,0,-1.40569689
SIM,19,5,3,0,4,4,88,4.618304585,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,5,1,0.2,3,1,0.333333333,0.2,-1.40569689
SSG,19,5,3,2,7,9,109,5.504754042,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,7,0,0,4,0,0,0,-1.60569689
TS,19,5,3,6,16,22,158,7.90087965,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,NA,8,4,0.5,4,2,0.5,0.25,-1.10569689
WC,19,5,3,0,5,5,97,5.162434518,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,NA,NA,NA,6,2,0.333333333,4,2,0.5,0.333333333,-1.272363556
BMG,20,5,3,0,1,1,81,4.015453027,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,NA,NA,NA,NA,5,3,0.6,3,1,0.333333333,0.2,-1.00569689
C9,20,5,3,3,6,9,130,6.61351105,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,NA,NA,7,2,0.285714286,4,1,0.25,0.142857143,-1.319982604
END,20,5,3,0,2,2,116,6.24023088,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,5,1,0.2,3,0,0,0,-1.40569689
EU,20,5,3,4,4,8,134,6.578869902,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,NA,NA,7,4,0.571428571,4,2,0.5,0.285714286,-1.034268318
EXG,20,5,3,2,1,3,71,3.625933774,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,NA,NA,7,2,0.285714286,4,1,0.25,0.142857143,-1.319982604
GG,20,5,3,0,3,3,128,6.272990051,0,1,1,1,1,0,0,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,4,3,0.75,2,1,0.5,0.25,-0.85569689
LZR,20,5,3,10,6,16,143,6.876654515,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,9,6,0.666666667,5,4,0.8,0.444444444,-0.939030223
NV,20,5,3,0,1,1,96,4.811948052,0,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,4,0,0,2,0,0,0,-1.60569689
P1E,20,5,3,1,4,5,141,7.142011848,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,NA,NA,NA,6,2,0.333333333,4,1,0.25,0.166666667,-1.272363556
PEC,20,5,3,6,9,15,77,3.501852358,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,9,7,0.777777778,5,3,0.6,0.333333333,-0.827919112
RUM,20,5,3,0,0,0,125,6.798834207,0,1,1,1,1,0,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,4,2,0.5,2,0,0,0,-1.10569689
SA,20,5,3,5,6,11,89,4.325771246,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,NA,8,7,0.875,4,4,1,0.5,-0.73069689
SIM,20,5,3,0,4,4,92,4.528999772,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,5,1,0.2,3,0,0,0,-1.40569689
SSG,20,5,3,0,7,7,116,5.70635832,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,NA,NA,NA,6,4,0.666666667,4,2,0.5,0.333333333,-0.939030223
TS,20,5,3,0,2,2,160,7.872537404,0,1,1,1,1,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,4,1,0.25,2,0,0,0,-1.35569689
WC,20,5,3,1,4,5,102,5.11911901,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,7,0,0,4,0,0,0,-1.60569689
BMG,21,6,3,0,0,0,81,3.899027906,0,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,4,0,0,2,0,0,0,-1.60569689
C9,21,6,3,5,6,11,141,6.6106125,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,NA,8,4,0.5,4,3,0.75,0.375,-1.10569689
END,21,6,3,6,12,18,134,6.339747788,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,9,5,0.555555556,5,3,0.6,0.333333333,-1.050141334
EU,21,6,3,0,0,0,134,6.361478598,0,1,1,1,1,0,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,4,2,0.5,2,0,0,0,-1.10569689
EXG,21,6,3,4,7,11,82,3.744291262,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,NA,NA,7,5,0.714285714,4,4,1,0.571428571,-0.891411176
GG,21,6,3,2,4,6,134,6.45656493,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,NA,NA,NA,6,5,0.833333333,4,3,0.75,0.5,-0.772363556
LZR,21,6,3,0,1,1,144,6.743804274,0,1,1,1,1,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,4,1,0.25,2,0,0,0,-1.35569689
NV,21,6,3,0,3,3,99,4.846730661,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,NA,NA,NA,NA,5,3,0.6,3,1,0.333333333,0.2,-1.00569689
P1E,21,6,3,3,4,7,148,7.12896837,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,NA,NA,7,5,0.714285714,4,4,1,0.571428571,-0.891411176
PEC,21,6,3,0,1,1,78,3.614895836,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,NA,NA,NA,NA,5,3,0.6,3,1,0.333333333,0.2,-1.00569689
RUM,21,6,3,10,9,19,144,6.888206187,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,9,6,0.666666667,5,4,0.8,0.444444444,-0.939030223
SA,21,6,3,0,1,1,90,4.337365449,0,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,4,0,0,2,0,0,0,-1.60569689
SIM,21,6,3,0,1,1,93,4.465231656,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,NA,NA,NA,NA,5,2,0.4,3,0,0,0,-1.20569689
SSG,21,6,3,1,2,3,119,5.7604646,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,NA,NA,NA,6,3,0.5,4,2,0.5,0.333333333,-1.10569689
TS,21,6,3,1,3,4,164,7.857078467,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,NA,NA,NA,6,2,0.333333333,4,2,0.5,0.333333333,-1.272363556
WC,21,6,3,0,6,6,108,5.088201135,0,1,1,1,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,4,1,0.25,2,0,0,0,-1.35569689
BMG,22,6,3,0,0,0,81,3.773589309,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,NA,NA,NA,NA,5,4,0.8,3,3,1,0.6,-0.80569689
C9,22,6,3,5,4,9,150,6.670261622,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,9,6,0.666666667,5,2,0.4,0.222222222,-0.939030223
END,22,6,3,10,8,18,152,6.489747788,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,9,6,0.666666667,5,4,0.8,0.444444444,-0.939030223
EU,22,6,3,0,2,2,136,6.201829475,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,NA,NA,NA,6,1,0.166666667,4,0,0,0,-1.439030223
EXG,22,6,3,0,2,2,84,3.845168455,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,5,1,0.2,3,1,0.333333333,0.2,-1.40569689
GG,22,6,3,1,2,3,137,6.440775456,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,NA,NA,NA,6,2,0.333333333,4,1,0.25,0.166666667,-1.272363556
LZR,22,6,3,0,2,2,146,6.631962168,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,5,1,0.2,3,0,0,0,-1.40569689
NV,22,6,3,0,1,1,100,4.896730661,0,1,1,1,1,0,0,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,4,3,0.75,2,1,0.5,0.25,-0.85569689
P1E,22,6,3,4,1,5,153,7.122389422,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,NA,8,2,0.25,4,2,0.5,0.25,-1.35569689
PEC,22,6,3,0,3,3,81,3.645597591,0,1,1,1,1,0,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,4,2,0.5,2,0,0,0,-1.10569689
RUM,22,6,3,6,12,18,162,7.03908338,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,9,4,0.444444444,5,2,0.4,0.222222222,-1.161252445
SA,22,6,3,1,7,8,98,4.357979484,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,NA,NA,NA,6,2,0.333333333,4,1,0.25,0.166666667,-1.272363556
SIM,22,6,3,0,2,2,95,4.388915867,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,NA,NA,NA,NA,5,3,0.6,3,1,0.333333333,0.2,-1.00569689
SSG,22,6,3,2,6,8,127,5.838096179,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,NA,NA,7,4,0.571428571,4,2,0.5,0.285714286,-1.034268318
TS,22,6,3,0,5,5,169,7.702253906,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,6,0,0,4,0,0,0,-1.60569689
WC,22,6,3,3,2,5,113,5.167148504,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,NA,NA,7,5,0.714285714,4,3,0.75,0.428571429,-0.891411176
BMG,23,6,3,0,4,4,85,3.707589309,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,NA,NA,NA,6,5,0.833333333,4,4,1,0.666666667,-0.772363556
C9,23,6,3,0,3,3,153,6.738261622,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,NA,NA,NA,NA,5,4,0.8,3,2,0.666666667,0.4,-0.80569689
END,23,6,3,0,0,0,152,6.625747788,0,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,4,0,0,2,0,0,0,-1.60569689
EU,23,6,3,0,0,0,136,6.029829475,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,NA,NA,NA,NA,5,3,0.6,3,1,0.333333333,0.2,-1.00569689
EXG,23,6,3,3,2,5,89,3.927168455,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,NA,NA,7,2,0.285714286,4,1,0.25,0.142857143,-1.319982604
GG,23,6,3,5,12,17,154,6.432775456,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,9,6,0.666666667,5,3,0.6,0.333333333,-0.939030223
LZR,23,6,3,0,1,1,147,6.465962168,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,NA,NA,NA,NA,5,4,0.8,3,3,1,0.6,-0.80569689
NV,23,6,3,10,9,19,119,5.088730661,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,9,5,0.555555556,5,3,0.6,0.333333333,-1.050141334
P1E,23,6,3,6,12,18,171,7.096389422,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,9,8,0.888888889,5,4,0.8,0.444444444,-0.716808001
PEC,23,6,3,0,1,1,82,3.571597591,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,NA,NA,NA,6,1,0.166666667,4,0,0,0,-1.439030223
RUM,23,6,3,0,8,8,170,7.22108338,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,6,0,0,4,0,0,0,-1.60569689
SA,23,6,3,1,2,3,101,4.275979484,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,NA,NA,NA,6,4,0.666666667,4,2,0.5,0.333333333,-0.939030223
SIM,23,6,3,2,3,5,100,4.284915867,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,NA,NA,7,4,0.571428571,4,3,0.75,0.428571429,-1.034268318
SSG,23,6,3,4,3,7,134,5.958096179,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,NA,8,2,0.25,4,2,0.5,0.25,-1.35569689
TS,23,6,3,1,2,3,172,7.598253906,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,NA,NA,NA,6,4,0.666666667,4,2,0.5,0.333333333,-0.939030223
WC,23,6,3,0,1,1,114,5.227148504,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,5,1,0.2,3,1,0.333333333,0.2,-1.40569689
BMG,24,6,3,0,1,1,86,3.659237661,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,NA,NA,NA,NA,5,2,0.4,3,1,0.333333333,0.2,-1.20569689
C9,24,6,3,1,6,7,160,6.833866018,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,NA,NA,NA,NA,5,4,0.8,3,2,0.666666667,0.4,-0.80569689
END,24,6,3,1,9,10,162,6.65724962,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,NA,NA,NA,NA,5,2,0.4,3,1,0.333333333,0.2,-1.20569689
EU,24,6,3,0,4,4,140,5.876715922,0,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,4,0,0,2,0,0,0,-1.60569689
EXG,24,6,3,5,4,9,98,4.015446843,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,NA,8,7,0.875,4,4,1,0.5,-0.73069689
GG,24,6,3,0,2,2,156,6.433508057,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,5,0,0,3,0,0,0,-1.60569689
LZR,24,6,3,0,0,0,147,6.348379751,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,5,0,0,3,0,0,0,-1.60569689
NV,24,6,3,4,3,7,126,5.261258133,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,NA,8,5,0.625,4,3,0.75,0.375,-0.98069689
P1E,24,6,3,0,0,0,171,7.071480997,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,NA,0,-0.60569689
PEC,24,6,3,0,0,0,82,3.513355833,0,1,1,1,1,0,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,4,2,0.5,2,0,0,0,-1.10569689
RUM,24,6,3,3,3,6,176,7.341962501,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,NA,NA,7,6,0.857142857,4,4,1,0.571428571,-0.748554033
SA,24,6,3,0,0,0,101,4.234221243,0,1,1,1,1,0,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA,4,2,0.5,2,0,0,0,-1.10569689
SIM,24,6,3,0,2,2,102,4.183816966,0,1,1,1,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,4,1,0.25,2,0,0,0,-1.35569689
SSG,24,6,3,2,11,13,147,6.078609,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,7,0,0,4,0,0,0,-1.60569689
TS,24,6,3,6,3,9,181,7.505579913,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,9,5,0.555555556,5,4,0.8,0.444444444,-1.050141334
WC,24,6,3,10,8,18,132,5.267807844,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,9,8,0.888888889,5,4,0.8,0.444444444,-0.716808001
BMG,25,7,4,1,6,7,93,3.633985136,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,NA,NA,NA,6,2,0.333333333,4,1,0.25,0.166666667,-1.272363556
C9,25,7,4,4,7,11,171,6.870229654,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,9,5,0.555555556,5,3,0.6,0.333333333,-1.050141334
END,25,7,4,0,0,0,162,6.542098105,0,1,1,1,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,4,1,0.25,2,1,0.5,0.25,-1.35569689
EU,25,7,4,2,4,6,146,5.788500434,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,NA,NA,7,4,0.571428571,4,3,0.75,0.428571429,-1.034268318
EXG,25,7,4,0,1,1,99,4.16292159,0,1,1,1,1,0,0,0,0,0,0,1,1,1,NA,NA,NA,NA,NA,4,3,0.75,2,2,1,0.5,-0.85569689
GG,25,7,4,1,2,3,159,6.521386845,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,NA,NA,7,2,0.285714286,4,0,0,0,-1.319982604
LZR,25,7,4,6,5,11,158,6.235921838,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,9,5,0.555555556,5,2,0.4,0.222222222,-1.050141334
NV,25,7,4,10,8,18,144,5.470685743,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,9,8,0.888888889,5,5,1,0.555555556,-0.716808001
P1E,25,7,4,0,2,2,173,7.021312647,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,NA,NA,NA,NA,5,3,0.6,3,1,0.333333333,0.2,-1.00569689
PEC,25,7,4,0,5,5,87,3.465881085,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,NA,NA,NA,NA,5,3,0.6,3,1,0.333333333,0.2,-1.00569689
RUM,25,7,4,0,3,3,179,7.35071671,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,6,0,0,4,0,0,0,-1.60569689
SA,25,7,4,0,0,0,101,4.128497337,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,5,1,0.2,3,1,0.333333333,0.2,-1.40569689
SIM,25,7,4,0,0,0,102,4.149810232,0,1,1,1,1,0,0,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,4,3,0.75,2,1,0.5,0.25,-0.85569689
SSG,25,7,4,5,8,13,160,6.257396878,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,9,4,0.444444444,5,2,0.4,0.222222222,-1.161252445
TS,25,7,4,3,3,6,187,7.421068128,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,9,6,0.666666667,5,3,0.6,0.333333333,-0.939030223
WC,25,7,4,0,3,3,135,5.284979562,0,1,1,1,1,0,0,0,0,0,1,1,1,1,NA,NA,NA,NA,NA,4,4,1,2,2,1,0.5,-0.60569689
BMG,26,7,4,0,1,1,94,3.587711844,0,1,1,1,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,4,1,0.25,2,1,0.5,0.25,-1.35569689
C9,26,7,4,5,11,16,187,6.896937729,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,9,2,0.222222222,5,0,0,0,-1.383474668
END,26,7,4,4,4,8,170,6.470358974,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,9,1,0.111111111,5,1,0.2,0.111111111,-1.494585779
EU,26,7,4,0,0,0,146,5.748748881,0,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,2,2,1,0,0,NA,0,-0.60569689
EXG,26,7,4,6,8,14,113,4.296151404,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,9,4,0.444444444,5,3,0.6,0.333333333,-1.161252445
GG,26,7,4,1,6,7,166,6.589399267,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,NA,NA,7,2,0.285714286,4,1,0.25,0.142857143,-1.319982604
LZR,26,7,4,1,4,5,163,6.164803826,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,NA,NA,7,1,0.142857143,4,0,0,0,-1.462839747
NV,26,7,4,0,1,1,145,5.550188848,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,NA,NA,NA,NA,5,4,0.8,3,2,0.666666667,0.4,-0.80569689
P1E,26,7,4,0,7,7,180,6.870070411,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,NA,NA,NA,6,4,0.666666667,4,2,0.5,0.333333333,-0.939030223
PEC,26,7,4,0,2,2,89,3.452837607,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,5,1,0.2,3,0,0,0,-1.40569689
RUM,26,7,4,10,5,15,194,7.401027269,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,9,6,0.666666667,5,3,0.6,0.333333333,-0.939030223
SA,26,7,4,3,2,5,106,4.09309361,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,NA,NA,7,3,0.428571429,4,3,0.75,0.428571429,-1.177125461
SIM,26,7,4,0,0,0,102,4.094530729,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,NA,NA,NA,6,1,0.166666667,4,0,0,0,-1.439030223
SSG,26,7,4,0,3,3,163,6.392179487,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,NA,NA,NA,6,2,0.333333333,4,0,0,0,-1.272363556
TS,26,7,4,0,4,4,191,7.332558812,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,NA,NA,NA,6,5,0.833333333,4,4,1,0.666666667,-0.772363556
WC,26,7,4,2,2,4,139,5.343675214,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,NA,NA,7,4,0.571428571,4,3,0.75,0.428571429,-1.034268318
BMG,27,7,4,0,2,2,96,3.588286556,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,NA,NA,NA,6,3,0.5,4,2,0.5,0.333333333,-1.10569689
C9,27,7,4,0,2,2,189,6.90153543,0,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,2,2,1,0,0,NA,0,-0.60569689
END,27,7,4,0,1,1,171,6.458290009,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,NA,NA,NA,6,3,0.5,4,2,0.5,0.333333333,-1.10569689
EU,27,7,4,2,7,9,155,5.809668421,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,NA,8,7,0.875,4,4,1,0.5,-0.73069689
EXG,27,7,4,5,5,10,123,4.36913991,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,9,6,0.666666667,5,4,0.8,0.444444444,-0.939030223
GG,27,7,4,4,10,14,180,6.661813061,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,NA,8,3,0.375,4,1,0.25,0.125,-1.23069689
LZR,27,7,4,0,1,1,164,6.146700378,0,1,1,1,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,4,1,0.25,2,0,0,0,-1.35569689
NV,27,7,4,1,5,6,151,5.610533676,0,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,NA,NA,NA,6,5,0.833333333,4,3,0.75,0.5,-0.772363556
P1E,27,7,4,0,1,1,181,6.796794549,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,NA,NA,NA,6,4,0.666666667,4,2,0.5,0.333333333,-0.939030223
PEC,27,7,4,0,4,4,93,3.472952549,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,6,0,0,4,0,0,0,-1.60569689
RUM,27,7,4,3,3,6,200,7.417119223,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,NA,8,5,0.625,4,3,0.75,0.375,-0.98069689
SA,27,7,4,0,0,0,106,4.065220047,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,NA,NA,NA,NA,5,4,0.8,3,3,1,0.6,-0.80569689
SIM,27,7,4,6,4,10,112,4.113496246,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,9,5,0.555555556,5,2,0.4,0.222222222,-1.050141334
SSG,27,7,4,10,7,17,180,6.422351901,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,9,6,0.666666667,5,3,0.6,0.333333333,-0.939030223
TS,27,7,4,1,4,5,196,7.210432375,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,NA,NA,7,3,0.428571429,4,2,0.5,0.285714286,-1.177125461
WC,27,7,4,0,2,2,141,5.257468317,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,5,1,0.2,3,1,0.333333333,0.2,-1.40569689
BMG,28,7,4,0,1,1,97,3.59761989,0,1,1,1,1,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,4,2,0.5,2,2,1,0.5,-1.10569689
C9,28,7,4,0,1,1,190,6.900202097,0,1,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,2,1,0.5,0,0,NA,0,-1.10569689
END,28,7,4,1,3,4,175,6.475623342,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,6,0,0,4,0,0,0,-1.60569689
EU,28,7,4,4,1,5,160,5.861668421,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,9,1,5,5,1,0.555555556,-0.60569689
EXG,28,7,4,0,4,4,127,4.443806577,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,NA,NA,NA,NA,5,4,0.8,3,2,0.666666667,0.4,-0.80569689
GG,28,7,4,10,7,17,197,6.743146394,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,9,7,0.777777778,5,4,0.8,0.444444444,-0.827919112
LZR,28,7,4,0,5,5,169,6.056033711,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,5,1,0.2,3,1,0.333333333,0.2,-1.40569689
NV,28,7,4,1,4,5,156,5.665200342,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,NA,NA,NA,6,5,0.833333333,4,3,0.75,0.5,-0.772363556
P1E,28,7,4,2,4,6,187,6.719461216,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,NA,NA,7,4,0.571428571,4,3,0.75,0.428571429,-1.034268318
PEC,28,7,4,3,2,5,98,3.470285883,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,9,6,0.666666667,5,4,0.8,0.444444444,-0.939030223
RUM,28,7,4,6,8,14,214,7.49178589,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,9,5,0.555555556,5,2,0.4,0.222222222,-1.050141334
SA,28,7,4,5,7,12,118,4.07055338,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,9,7,0.777777778,5,5,1,0.555555556,-0.827919112
SIM,28,7,4,0,2,2,114,4.224162912,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,NA,NA,NA,NA,5,2,0.4,3,1,0.333333333,0.2,-1.20569689
SSG,28,7,4,0,2,2,182,6.402351901,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,6,0,0,4,0,0,0,-1.60569689
TS,28,7,4,0,1,1,197,7.054432375,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,6,0,0,4,0,0,0,-1.60569689
WC,28,7,4,0,6,6,147,5.17080165,0,1,1,1,1,0,0,0,0,0,1,,1,0,NA,NA,NA,NA,NA,4,2,0.5,2,1,0.5,0.25,-1.10569689
BMG,29,8,4,3,4,7,104,3.603575225,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,NA,NA,7,4,0.571428571,4,2,0.5,0.285714286,-1.034268318
